ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Backs parameter 1,Scalefactor 1
1,0,.27074199,.0000000,569,1,-2.6371988,.39646255,.34130168,.20574023
1,0,.27073690,.0000000,569,5,-2.3527344,.27872802,.46422121,.18900336
1,0,.27075017,.0000000,569,2,-2.3571495,.27243922,.33571164,.19692432
1,0,.27075701,.0000000,569,1,-2.9533772,.15592216,.37618803,.19567421
1,0,.27077055,.0000000,569,1,-3.1458238,.13316587,.30196587,.18552269
1,0,.27076966,.10383227E-03,569,2,-4.2009203,.93610119E-01,.51401808,.18152623
1,0,.27078601,.0000000,569,1,-4.2625423,.97952562E-01,.52414786,.17676258
1,0,.27079595,.0000000,569,2,-4.3154669,.92669329E-01,.51412990,.17328850
1,0,.27081039,.0000000,569,1,-4.4641012,.60908333E-01,.40924268,.16711154
1,0,.27082819,.0000000,569,1,-3.2927800,.19458579,.52548410,.18598531
1,0,.27083100,.0000000,569,1,-4.2452036,.13145495,.52959010,.18683259
1,0,.27084881,.0000000,569,1,-3.3010554,.38235157,.58947447,.20370152
1,0,.27084849,.0000000,569,1,-4.6559907,.12896253,.53745744,.17162345
1,0,.27086630,.0000000,569,1,-4.1219572,.48092284E-01,.31162685,.17240791
1,0,.27088410,.0000000,569,1,-3.4805631,.20436614,.25951781,.19709126
1,0,.27090190,.0000000,569,1,-2.3820057,.38086938,.34725570,.20595860
1,0,.27090457,.11593627E-03,569,1,-3.3496040,.37573387,.36183064,.19463433
1,0,.27088808,.0000000,569,3,-5.3405307,.32655507,.21022831,.19963113
1,0,.27090596,.0000000,569,2,-2.5608090,.18795491,.36134998,.19592609
1,0,.27091501,.0000000,569,1,-3.0042701,.23084568,.33206618,.18639773
1,0,.27089749,.12453756E-03,569,9,-1.9253525,.29857079,.38666392,.19883308
1,0,.27091395,.0000000,569,3,-1.8860513,.34355966,.40929201,.20799136
1,0,.27091246,.0000000,569,4,-2.1183559,.44426675,.39266004,.21310841
1,0,.27090544,.10758770E-03,569,2,-3.7524180,.56825656,.37385499,.22225537
1,0,.27092323,.0000000,569,1,-3.3676336,.46838021,.59066360,.20529910
1,0,.27092351,.0000000,569,2,-4.0032144,.14486455,.48756729,.17275003
1,0,.27094130,.0000000,569,1,-3.2399080,.17534047,.47559665,.19391978
1,0,.27095248,.0000000,569,2,-3.1853638,.34257042,.36488366,.21890396
1,0,.27097216,.0000000,569,3,-2.0511825,.26521423,.41071202,.20026793
1,0,.27097590,.0000000,569,2,-2.4156878,.29118783,.51115919,.19604566
1,0,.27097601,.11513208E-03,569,1,-3.7049606,.35154337,.55781818,.18730057
1,0,.27098210,.0000000,569,2,-3.9462946,.38775559,.39903274,.19040192
1,0,.27099988,.0000000,569,1,-2.9624127,.31647502,.53754097,.18942101
1,0,.27100981,.0000000,569,3,-3.9328321,.31243232,.60679387,.19338543
1,0,.27102246,.0000000,569,1,-4.1690433,.27156859,.45174365,.21361151
1,0,.27104024,.0000000,569,1,-3.4191275,.43535528,.30890518,.21062922
1,0,.27105750,.11325370E-03,569,5,-2.6974211,.43179373,.39848015,.20273365
1,0,.27107934,.0000000,569,4,-2.3893943,.36833646,.33678468,.20957100
1,0,.27107210,.0000000,569,2,-3.7962531,.41083930,.28286571,.22108352
1,0,.27109435,.0000000,569,4,-3.4064965,.49902192,.53565291,.22805484
1,0,.27109606,.11161695E-03,569,1,-4.4815227,.30875546,.62740453,.19439538
1,0,.27112212,.0000000,569,2,-2.7647167,.32193775,.54578412,.19929815
1,0,.27111756,.0000000,569,6,-1.8795896,.38045880,.43597379,.20218272
1,0,.27112536,.0000000,569,1,-2.4051799,.24406176,.48338338,.19315675
1,0,.27111389,.11252560E-03,569,3,-3.9535626,.59828097,.55376881,.21714904
1,0,.27112532,.0000000,569,1,-4.2545072,.56808801,.61541386,.22503800
1,0,.27110376,.0000000,569,9,-2.8543808,.45153563,.53487686,.21949753
1,0,.27112152,.0000000,569,1,-1.9240881,.36563245,.38637787,.20914265
1,0,.27112487,.10469467E-03,569,1,-2.8193320,.42530263,.33023834,.21147626
1,0,.27112866,.0000000,569,3,-2.9659706,.27654742,.33616656,.18967947
1,0,.27112232,.0000000,569,2,-4.2465663,.61709622E-01,.30281233,.17248007
1,0,.27112330,.0000000,569,1,-5.4130116,.32745980,.34631623,.22702021
1,0,.27111167,.0000000,569,2,-8.2498116,.20105247,.11464429,.20983343
1,0,.27112943,.0000000,569,1,-6.3537260,.33625943,.16804534,.20973016
1,0,.27114718,.0000000,569,1,-4.2770707,.26977706,.36485552,.21666674
1,0,.27116494,.0000000,569,1,-4.0043799,.42252401,.31569079,.20204644
1,0,.27118269,.20529317E-03,569,1,-3.3290817,.29494948,.42923466,.18345119
1,0,.27120044,.0000000,569,2,-2.7685754,.24466930,.51319741,.18816527
1,0,.27121819,.0000000,569,1,-2.6215097,.21244838,.44928349,.19674817
1,0,.27123091,.0000000,569,1,-2.8531884,.21954031,.40480300,.20263253
1,0,.27122757,.0000000,569,2,-3.7560156,.17912578,.36075961,.17644501
1,0,.27124532,.0000000,569,1,-2.3281126,.37662230,.48250471,.19633449
1,0,.27123943,.0000000,569,2,-3.5989424,.41780896,.54830330,.19323255
1,0,.27124170,.0000000,569,2,-4.0552732,.47205156,.61356724,.21729802
1,0,.27124630,.11923669E-03,569,4,-2.4282361,.53983784,.47204535,.22209454
1,0,.27124581,.0000000,569,1,-3.8105142,.53235100,.60035449,.21124708
1,0,.27125408,.0000000,569,3,-3.8867040,.55534882,.48927958,.20921004
1,0,.27126414,.0000000,569,2,-3.9605312,.55307003,.35031348,.23709220
1,0,.27124786,.13460297E-03,569,3,-5.8986631,.53004298,.30355625,.21080188
1,0,.27126560,.0000000,569,1,-5.7851725,.47986997,.30435577,.20280011
1,0,.27128010,.0000000,569,1,-5.9279745,.64985255,.36526690,.22625511
1,0,.27128352,.0000000,569,4,-3.8725727,.50081087,.31188477,.21929403
1,0,.27128205,.0000000,569,4,-2.9924991,.31813986,.45003681,.18663906
1,0,.27129978,.0000000,569,1,-2.7301800,.41438454,.50668767,.19727608
1,0,.27131351,.10576352E-03,569,5,-1.9739281,.42635487,.47799158,.20628886
1,0,.27131386,.0000000,569,1,-3.2268954,.28267965,.54562552,.18644336
1,0,.27133160,.0000000,569,1,-3.0982821,.38967390,.48401761,.21990584
1,0,.27130778,.0000000,569,5,-4.6598221,.44970333,.51354862,.23155153
1,0,.27130192,.10637796E-03,569,4,-4.8305820,.53694902,.45546726,.24401541
1,0,.27130638,.0000000,569,1,-5.6189988,.49110701,.57080565,.23457888
1,0,.27131849,.0000000,569,2,-4.1284829,.45793222,.38840751,.23479033
1,0,.27133622,.0000000,569,1,-2.8246206,.34087454,.31723508,.20043707
1,0,.27132119,.11064822E-03,569,7,-3.5344174,.65586795E-01,.30330504,.18640296
1,0,.27133737,.0000000,569,2,-3.6986094,.18311147E-01,.32120034,.17817734
1,0,.27135509,.0000000,569,1,-3.0321191,.30035494,.36740474,.18848212
1,0,.27136327,.0000000,569,2,-3.5413218,.29680457,.26083271,.20649621
1,0,.27135758,.17864654E-03,569,6,-2.3894810,.21897196,.41689741,.19765336
1,0,.27134970,.0000000,569,2,-4.0170973,.47345593E-01,.46975950,.17602262
1,0,.27136043,.0000000,569,1,-4.3560656,.95844957E-01,.51946564,.17348929
1,0,.27137814,.0000000,569,1,-4.2639585,.19877713,.40986113,.20759997
1,0,.27139586,.0000000,569,1,-2.8284648,.24457027,.32866501,.20484795
1,0,.27140176,.0000000,569,3,-2.3588699,.21073269,.43726342,.19380592
1,0,.27139665,.0000000,569,1,-5.1531108,.27409723,.23315472,.21554881
1,0,.27141139,.0000000,569,1,-5.2836474,.17782670,.20280367,.20429103
1,0,.27139718,.16268244E-03,569,3,-6.9252779,.17645291,.17642878,.21060626
1,0,.27141739,.0000000,569,2,-5.2316610,.23768370E-01,.21588024,.19071653
1,0,.27142851,.0000000,569,2,-4.8019821,.27254723E-01,.22518817,.17710877
1,0,.27141065,.37380573E-03,569,8,-2.3865457,.20841762,.34739804,.19305460
1,0,.27141207,.0000000,569,1,-3.4959520,.20773382,.37822574,.20592034
1,0,.27140774,.0000000,569,4,-3.9823937,.11849253,.50404364,.18679242
1,0,.27142544,.0000000,569,1,-3.8002117,.73269637E-01,.46789808,.18188393
1,0,.27144167,.0000000,569,2,-2.9224555,.24588575,.29161192,.19630740
1,0,.27145937,.0000000,569,1,-2.0756191,.28573143,.41263295,.20369457
1,0,.27146562,.13000828E-03,569,3,-2.5479365,.17302389,.38466530,.18487817
1,0,.27144651,.0000000,569,5,-3.2873534,.28189647,.33854707,.18768989
1,0,.27146105,.0000000,569,2,-2.2880436,.21476061,.36014489,.19291407
1,0,.27145580,.0000000,569,1,-5.1790601,.41474099,.58656934,.18647202
1,0,.27147064,.10522249E-03,569,2,-2.6408698,.24978852,.50318059,.19504534
1,0,.27148260,.0000000,569,1,-2.9103045,.14530264,.31523720,.18882839
1,0,.27149672,.0000000,569,2,-3.0452464,.10203119,.34259213,.18749217
1,0,.27149054,.0000000,569,2,-5.4648718,.11168888,.51462864,.16503693
1,0,.27150823,.0000000,569,1,-4.4538846,.43676769E-01,.49721221,.17712360
1,0,.27152592,.0000000,569,1,-3.0220295,.18057200,.48456989,.19088302
1,0,.27154361,.0000000,569,1,-2.7183980,.16840580,.42745746,.19244623
1,0,.27154457,.0000000,569,2,-3.7598832,.74900802E-01,.47314163,.17831293
1,0,.27155995,.19952738E-03,569,2,-3.0748374,.98278296E-01,.40687524,.18530578
1,0,.27157763,.0000000,569,1,-2.2442481,.36437104,.34934296,.20998692
1,0,.27156356,.0000000,569,3,-3.8228941,.29424557,.28043272,.19244677
1,0,.27157968,.0000000,569,2,-2.2892140,.51214427,.43585568,.22340511
1,0,.27157896,.0000000,569,4,-3.2270168,.48038979,.33878500,.22693562
1,0,.27159235,.0000000,569,1,-3.4216639,.21366960,.26254884,.19800572
1,0,.27160345,.10661169E-03,569,2,-2.7494213,.20913790,.40635586,.20038832
1,0,.27160716,.0000000,569,4,-2.9054577,.27203107,.29083261,.20101653
1,0,.27161146,.0000000,569,1,-3.7072361,.44417716,.33867442,.22968864
1,0,.27162469,.0000000,569,2,-2.8904964,.37109172,.30509179,.20941794
1,0,.27164237,.0000000,569,1,-2.4274065,.29852957,.32547256,.20107333
1,0,.27165442,.0000000,569,2,-1.9456442,.39885958,.39276441,.21230869
1,0,.27166708,.11333766E-03,569,7,-2.4436383,.34411911,.35733301,.21312835
1,0,.27167502,.0000000,569,1,-2.9562436,.31756447,.35430046,.19162300
1,0,.27169269,.0000000,569,1,-1.7618638,.39199970,.43093311,.20866187
1,0,.27169614,.10565494E-03,569,5,-1.9470867,.43756430,.41067699,.21317118
1,0,.27170012,.0000000,569,2,-2.9456677,.35213640,.41022422,.21842315
1,0,.27171779,.0000000,569,1,-2.2074555,.26293211,.45929257,.19045079
1,0,.27169960,.0000000,569,5,-3.0744453,.44090546,.48912823,.19776480
1,0,.27171251,.0000000,569,2,-3.0163718,.22323449,.51183271,.18418058
1,0,.27170042,.11778409E-03,569,8,-2.2222093,.33739652,.51115827,.20087835
1,0,.27171168,.0000000,569,2,-2.1589846,.45101301,.49184264,.20724580
1,0,.27171944,.0000000,569,5,-2.9733448,.49197463,.52456747,.20559883
1,0,.27169680,.0000000,569,7,-3.6860938,.23726058,.55508659,.18232337
1,0,.27171605,.22363087E-03,569,5,-2.0457371,.31511561,.47409807,.20229670
1,0,.27171418,.0000000,569,1,-3.6820011,.43937840,.38084254,.19907069
1,0,.27173183,.0000000,569,1,-3.2510089,.29350728,.35290092,.21410009
1,0,.27174594,.0000000,569,2,-2.2759771,.30608329,.36820961,.19509623
1,0,.27175596,.0000000,569,1,-2.6540535,.36637287,.36945716,.19749343
1,0,.27176589,.0000000,569,2,-2.9666670,.46646570,.43826958,.20304605
1,0,.27173482,.10501537E-03,569,8,-3.7739394,.38452483,.43829056,.18907388
1,0,.27175246,.0000000,569,1,-2.6690217,.45342881,.42236926,.20420004
1,0,.27176604,.0000000,569,4,-2.5677822,.51541225,.46570664,.21296917
1,0,.27175512,.11181226E-03,569,3,-3.6014826,.53927048,.51954069,.20811036
1,0,.27177276,.0000000,569,1,-3.2359933,.48544449,.33753249,.21637766
1,0,.27178231,.0000000,569,2,-3.8591565,.55029628,.35822591,.21969573
1,0,.27177676,.0000000,569,1,-7.0161596,.56479213,.33684409,.20761297
1,0,.27178834,.0000000,569,2,-5.1035784,.46887222,.32667135,.20155765
1,0,.27180597,.0000000,569,1,-1.8830519,.30864909,.44681907,.19721524
1,0,.27180446,.0000000,569,1,-3.4467353,.40884995,.54993835,.21742949
1,0,.27181453,.10274283E-03,569,6,-2.2665013,.41961528,.52443462,.21015290
1,0,.27179760,.0000000,569,13,-1.9337776,.35407791,.47475542,.20579857
1,0,.27178550,.0000000,569,5,-2.5642411,.25807838,.41856824,.20483254
1,0,.27179822,.0000000,569,2,-3.5330247,.18816517,.44612656,.20067578
1,0,.27179658,.24325055E-03,569,4,-3.4454030,.36354649,.27907958,.21373798
1,0,.27181421,.0000000,569,1,-2.5599091,.19347536,.41421525,.18388495
1,0,.27182990,.0000000,569,1,-2.6428611,.19493552,.43135653,.19578926
1,0,.27183222,.11025216E-03,569,8,-1.8020639,.34264973,.45020392,.20391628
1,0,.27180929,.0000000,569,6,-2.3532417,.31459436,.36211101,.20960423
1,0,.27180479,.0000000,569,1,-4.8081132,.14809636,.58005426,.17821501
1,0,.27181757,.0000000,569,3,-3.2300529,.23635052,.46934865,.18004969
1,0,.27182734,.11023070E-03,569,2,-3.2990707,.35494081,.50905565,.18800386
1,0,.27182950,.0000000,569,8,-2.5551089,.37753362,.47840976,.19445016
1,0,.27183106,.0000000,569,1,-3.6438195,.24795553,.55874350,.18340753
1,0,.27184867,.0000000,569,1,-2.8563996,.29467086,.52930289,.18886799
1,0,.27184806,.10376746E-03,569,1,-4.2575147,.22565645,.59159550,.18563589
1,0,.27186566,.0000000,569,1,-2.6725729,.25574691,.51232840,.18948040
1,0,.27187675,.0000000,569,2,-2.1463542,.26630491,.43214947,.20089087
1,0,.27189017,.0000000,569,1,-2.3364458,.27461443,.46363898,.18901843
1,0,.27186431,.10840631E-03,569,11,-2.1144206,.27598356,.44552906,.19149589
1,0,.27185796,.0000000,569,4,-3.0832623,.40534889,.37511736,.22435025
1,0,.27186792,.0000000,569,2,-3.8209313,.34101395,.60884079,.19607148
1,0,.27187519,.0000000,569,2,-3.9895111,.23113956,.56012453,.19568869
1,0,.27188074,.12223518E-03,569,3,-1.9031022,.32146143,.41077621,.20570290
1,0,.27187805,.0000000,569,1,-3.7325440,.30331016,.47878879,.21364783
1,0,.27189564,.0000000,569,1,-3.3106851,.54943952,.52123778,.23266132
1,0,.27189504,.0000000,569,5,-3.4156225,.54706109,.51613498,.23384698
1,0,.27190788,.0000000,569,2,-2.5886308,.19363189,.36534493,.19729551
1,0,.27192547,.11040115E-03,569,1,-2.5873733,.16732057,.34650989,.19086503
1,0,.27193771,.0000000,569,3,-2.3744968,.39294731,.50986407,.21212780
1,0,.27193918,.0000000,569,1,-3.4745096,.45391754,.49761957,.19700079
1,0,.27194305,.0000000,569,4,-1.8660421,.38312495,.44914519,.20243446
1,0,.27193996,.0000000,569,2,-2.9266557,.36416214,.55870358,.20552511
1,0,.27195258,.12205136E-03,569,2,-2.1060765,.37794881,.43747803,.21408090
1,0,.27196933,.0000000,569,1,-2.1414005,.43914919,.40124032,.21898392
1,0,.27197960,.0000000,569,3,-2.1408565,.40083817,.49997162,.21133593
1,0,.27196690,.0000000,569,4,-3.0827257,.55434041,.47882596,.23427574
1,0,.27198448,.0000000,569,1,-2.8710615,.56588993,.48455229,.21977234
1,0,.27200945,.10254345E-03,569,3,-2.0111183,.45131670,.48668986,.21472652
1,0,.27200872,.0000000,569,2,-4.3904904,.16205732,.42872101,.20290618
1,0,.27204163,.0000000,569,7,-2.8757814,.30770830,.39969350,.21340527
1,0,.27205493,.0000000,569,1,-3.0707617,.29370756,.30029464,.20938418
1,0,.27207739,.10241558E-03,569,3,-2.3296085,.32268573,.45549487,.19161897
1,0,.27204901,.0000000,569,6,-3.4256877,.47901155,.39962951,.23295600
1,0,.27203003,.0000000,569,6,-3.9778377,.49472218,.34571547,.23514337
1,0,.27203826,.0000000,569,4,-3.2160884,.25289837,.44890972,.20690056
1,0,.27203454,.0000000,569,1,-5.3566062,.17185868,.60216078,.18779617
1,0,.27203806,.0000000,569,2,-6.5696491,.32978478,.68515821,.20132959
1,0,.27204907,.0000000,569,2,-3.4335230,.45966228,.58302102,.20185388
1,0,.27206063,.22071972E-03,569,2,-3.1368612,.49965503,.48243011,.20522953
1,0,.27207819,.0000000,569,1,-3.0078131,.57986964,.44732622,.22365582
1,0,.27208769,.0000000,569,3,-3.0028196,.57453406,.46850119,.22067383
1,0,.27209750,.0000000,569,1,-3.3904997,.55748334,.36986643,.22572383
1,0,.27211506,.0000000,569,1,-2.5574607,.37041711,.34239118,.21507696
1,0,.27209425,.11612792E-03,569,13,-2.1468591,.24441126,.43794353,.19069438
1,0,.27207886,.0000000,569,6,-3.0028236,.52487109,.40619965,.23269168
1,0,.27208204,.0000000,569,1,-3.9090559,.61151433,.38377159,.23788586
1,0,.27210147,.0000000,569,3,-3.3474134,.44926782,.45173280,.22916676
1,0,.27211302,.0000000,569,1,-3.6335613,.42236847,.37851667,.22908088
1,0,.27209584,.0000000,569,4,-4.8681926,.37624148,.25412587,.22387763
1,0,.27208434,.20457228E-03,569,2,-7.5882398,.66644155,.28003737,.25092129
1,0,.27208877,.0000000,569,3,-5.2057472,.61562166,.35262478,.22506928
1,0,.27209901,.0000000,569,3,-4.6908087,.69634586,.44045494,.24139632
1,0,.27211582,.0000000,569,4,-3.9471362,.55240938,.60170419,.21355237
1,0,.27212345,.0000000,569,1,-4.4775657,.44233299,.64687137,.20689961
1,0,.27212830,.18315771E-03,569,5,-3.3809873,.47499026,.56970488,.22077797
1,0,.27213517,.0000000,569,2,-3.5722143,.20520248,.54073336,.18198941
1,0,.27212977,.0000000,569,5,-3.7042950,.33013912,.59666709,.19929174
1,0,.27214731,.10454192E-03,569,1,-3.4816019,.25971402,.41317621,.18060159
1,0,.27214846,.0000000,569,1,-4.6212397,.22337743,.49120140,.17251555
1,0,.27215944,.0000000,569,2,-4.6174507,.15942347,.35173173,.17174285
1,0,.27217697,.0000000,569,1,-3.0007457,.14088374,.44017965,.18964463
1,0,.27218796,.0000000,569,2,-2.4769208,.17319872,.39882463,.18592121
1,0,.27218317,.0000000,569,5,-2.3131749,.21209681,.39489292,.18793710
1,0,.27220248,.12386427E-03,569,2,-1.8995789,.29866400,.40264165,.20225624
1,0,.27223312,.0000000,569,12,-2.2302289,.40802269,.36570672,.20920555
1,0,.27221465,.0000000,569,6,-3.2059553,.32343757,.48206311,.18568348
1,0,.27223217,.0000000,569,1,-2.1061203,.32459038,.36994181,.19896664
1,0,.27223927,.0000000,569,2,-2.4764165,.39989653,.34314879,.21503313
1,0,.27223341,.21068087E-03,569,5,-2.0354646,.35150685,.37024420,.20348657
1,0,.27221480,.0000000,569,9,-2.0101905,.38674557,.48467947,.20137841
1,0,.27220263,.0000000,569,5,-2.5075316,.40655448,.53677504,.20101068
1,0,.27220611,.0000000,569,5,-2.7338677,.33788489,.50021865,.19019968
1,0,.27221091,.22264855E-03,569,3,-2.4153355,.49496362,.49148389,.21081105
1,0,.27223238,.0000000,569,8,-2.4303199,.31169586,.39456595,.19185237
1,0,.27223154,.0000000,569,3,-2.7444950,.14780372,.43570588,.18442730
1,0,.27223939,.0000000,569,4,-1.9711536,.26241794,.39942094,.19666468
1,0,.27223915,.0000000,569,3,-3.4698685,.20713321,.40249208,.17778268
1,0,.27224524,.0000000,569,3,-3.0443943,.20929945,.39915246,.18055713
1,0,.27225622,.20405495E-03,569,2,-2.0929862,.35529850,.39047929,.21187315
1,0,.27225109,.0000000,569,2,-3.1993196,.29210007,.31631164,.21207511
1,0,.27225436,.0000000,569,6,-2.3514607,.37360984,.36448323,.20190172
1,0,.27225591,.0000000,569,1,-3.4408929,.38038032,.37519142,.19356600
1,0,.27223156,.10808843E-03,569,9,-2.2415010,.41419769,.51740829,.21107030
1,0,.27224276,.0000000,569,5,-1.9768011,.37505392,.49086018,.20201462
1,0,.27223483,.0000000,569,2,-3.5264118,.20635152,.44872513,.20280548
1,0,.27224660,.0000000,569,2,-2.9928567,.34529842,.30472317,.20182923
1,0,.27224521,.0000000,569,2,-3.9142465,.50483411,.32319098,.21618869
1,0,.27226269,.0000000,569,1,-3.7528522,.39882244,.27857208,.20830594
1,0,.27227419,.0000000,569,2,-3.2385860,.19881792,.28521337,.18908584
1,0,.27227738,.0000000,569,1,-4.1423581,.20484019,.30506379,.17991280
1,0,.27228561,.0000000,569,2,-5.3685414,.10916880,.52006736,.19284518
1,0,.27229839,.23736500E-03,569,8,-2.0508009,.29706679,.46918900,.19465820
1,0,.27226753,.0000000,569,14,-2.0620795,.42252354,.49864741,.21212483
1,0,.27226882,.0000000,569,4,-2.3637763,.48590215,.40760725,.22405670
1,0,.27228038,.0000000,569,1,-2.6462222,.34357072,.49306203,.21082467
1,0,.27228604,.0000000,569,3,-2.5829939,.46750197,.47227929,.22485408
1,0,.27230225,.0000000,569,1,-2.6367477,.52237561,.51939842,.22410606
1,0,.27230341,.0000000,569,1,-3.7744476,.65468024,.47005622,.23806377
1,0,.27230735,.0000000,569,3,-3.7962201,.57334171,.36001058,.23542602
1,0,.27231832,.33779507E-03,569,2,-3.1374225,.51831815,.41683108,.21146096
1,0,.27233579,.0000000,569,1,-2.9717682,.37881073,.46824695,.19185104
1,0,.27232498,.0000000,569,6,-2.6833692,.51712338,.44960726,.21279590
1,0,.27234222,.0000000,569,8,-1.7780303,.35744653,.42427747,.20277653
1,0,.27234395,.0000000,569,1,-2.8437230,.36967240,.47750683,.21663270
1,0,.27236141,.0000000,569,1,-2.5556850,.23604275,.44254586,.20031793
1,0,.27236674,.0000000,569,2,-3.5620445,.29236060,.35908918,.21576624
1,0,.27237431,.0000000,569,3,-2.6035844,.30547788,.45938221,.20874605
1,0,.27236239,.24329500E-03,569,3,-3.8087547,.35053933,.60562912,.20113015
1,0,.27236915,.0000000,569,3,-3.4663324,.32624517,.55412171,.20671356
1,0,.27238661,.0000000,569,1,-2.6721590,.45678306,.46169879,.22522850
1,0,.27237138,.10656312E-03,569,12,-2.2361730,.47347902,.51339142,.21230260
1,0,.27238076,.0000000,569,2,-3.1405166,.17135419,.49995464,.18488689
1,0,.27238241,.0000000,569,5,-2.8530728,.29087635,.34703994,.21100859
1,0,.27239689,.0000000,569,1,-2.9847616,.22536794,.46534673,.20046448
1,0,.27241434,.0000000,569,1,-2.2821387,.24548258,.43105089,.18813597
1,0,.27241177,.0000000,569,3,-2.7098439,.21196017,.42556114,.18265695
1,0,.27241769,.0000000,569,1,-3.3648698,.20929789,.53542015,.18432355
1,0,.27241699,.0000000,569,4,-2.8426458,.20023560,.47198986,.19444479
1,0,.27241169,.0000000,569,1,-5.8081393,.95086721E-01,.49055040,.19619383
1,0,.27242913,.22028297E-03,569,1,-4.6581912,.12008585,.55287615,.18317408
1,0,.27244657,.0000000,569,1,-3.7313958,.18991679E-01,.40117297,.17803935
1,0,.27243243,.0000000,569,8,-2.0375115,.30381350,.46848695,.19486030
1,0,.27243274,.0000000,569,1,-3.2915414,.43154900,.56106917,.21714167
1,0,.27243448,.11394308E-03,569,5,-3.9619421,.42244590,.52251192,.19110265
1,0,.27245191,.0000000,569,1,-3.3266625,.23830562,.54882062,.19069052
1,0,.27246075,.0000000,569,8,-2.6064578,.43386791,.50785633,.20051304
1,0,.27246790,.0000000,569,2,-2.8224029,.28163690,.31560328,.20748471
1,0,.27248932,.0000000,569,2,-3.3859927,.30082014,.49331088,.21037458
1,0,.27250547,.0000000,569,1,-3.4402872,.26842781,.31683808,.18774795
1,0,.27249585,.0000000,569,2,-6.6675409,.32531725,.27375317,.18308393
1,0,.27251327,.0000000,569,1,-4.8380163,.45131688,.25016326,.22345884
1,0,.27252472,.0000000,569,2,-2.6266839,.44552737,.54692227,.20509523
1,0,.27252726,.21943130E-03,569,7,-2.0808445,.41867000,.39489869,.20791173
1,0,.27253263,.0000000,569,3,-2.1749073,.33255313,.50468742,.19800815
1,0,.27253033,.0000000,569,1,-3.9095994,.41413451,.42891802,.22916843
1,0,.27251143,.12058737E-03,569,8,-1.9853776,.33252332,.45540489,.20626242
1,0,.27252716,.0000000,569,1,-2.0583743,.41923757,.39852807,.21651593
1,0,.27249767,.0000000,569,7,-3.2145432,.31862372,.31870732,.19388329
1,0,.27250701,.0000000,569,2,-3.2930823,.27655832,.28040917,.19568321
1,0,.27252319,.0000000,569,2,-2.2414755,.29338431,.44206506,.19058741
1,0,.27251792,.0000000,569,3,-3.5305085,.39334798,.53607879,.19078606
1,0,.27253533,.0000000,569,1,-2.1751073,.24842461,.35956971,.19723363
1,0,.27255273,.0000000,569,1,-2.0094893,.34559369,.48663502,.19883606
1,0,.27256894,.0000000,569,1,-2.0610697,.47311409,.46639918,.21234465
1,0,.27256944,.21307776E-03,569,3,-2.4388377,.53826374,.44661476,.22376089
1,0,.27257743,.0000000,569,1,-2.9384208,.30630702,.29356234,.20652092
1,0,.27259483,.0000000,569,1,-2.1604902,.36761964,.35649883,.20944825
1,0,.27260861,.0000000,569,3,-1.8444107,.34934807,.39432969,.20604596
1,0,.27260316,.0000000,569,2,-3.8363658,.56295624,.43734769,.21312532
1,0,.27258690,.10206384E-03,569,6,-4.0968696,.51017982,.33355994,.21346708
1,0,.27260430,.0000000,569,1,-3.9182321,.23432363,.30397712,.18341435
1,0,.27262170,.0000000,569,1,-3.0139796,.13594058,.41802163,.17874662
1,0,.27261766,.0000000,569,1,-5.2775632,.16740823E-01,.48771871,.18339281
1,0,.27263506,.0000000,569,1,-3.5853478,.71644662E-01,.29404819,.18736370
1,0,.27264254,.0000000,569,4,-3.4236206,.93993816E-01,.30043077,.18935906
1,0,.27265274,.14262394E-03,569,2,-3.4660294,.43719072,.33003723,.22675047
1,0,.27263483,.0000000,569,15,-3.3586668,.49507899,.32994051,.22564038
1,0,.27264117,.0000000,569,3,-2.9638871,.47960016,.36717266,.22795971
1,0,.27262452,.0000000,569,3,-5.1408437,.46154090,.28520998,.23470186
1,0,.27264190,.0000000,569,1,-2.7257207,.42469062,.38140407,.22356847
1,0,.27263861,.26641183E-03,569,2,-3.6326111,.25991609,.53567496,.20156664
1,0,.27263081,.0000000,569,4,-4.0330622,.37897392,.61843663,.20428694
1,0,.27264177,.0000000,569,2,-2.9518803,.44021273,.53544088,.21915162
1,0,.27265706,.0000000,569,2,-2.5798710,.46079719,.54968611,.20973949
1,0,.27266871,.10251827E-03,569,6,-3.0713167,.28787985,.53588789,.20082920
1,0,.27267756,.0000000,569,3,-2.4646606,.31007063,.47000477,.18970270
1,0,.27267703,.0000000,569,4,-1.9013025,.28203293,.40355868,.19792566
1,0,.27268079,.0000000,569,1,-2.7448702,.24267838,.43962733,.18352864
1,0,.27268432,.11205519E-03,569,4,-3.9181809,.38205852,.38390957,.19081198
1,0,.27270169,.0000000,569,1,-3.4506525,.19333142,.41854271,.17682824
1,0,.27269413,.0000000,569,3,-4.3659587,.83659315E-01,.49152018,.17034222
1,0,.27269920,.10231147E-03,569,5,-2.9639503,.29011224,.54038757,.19878539
1,0,.27271005,.0000000,569,2,-2.8403618,.28106047,.43315346,.20898334
1,0,.27272157,.0000000,569,2,-2.8644493,.19840172,.43955278,.19785834
1,0,.27272224,.0000000,569,6,-2.7904908,.17418653,.47030945,.18550806
